OrderID,CustomerID,OrderDate,ShipDate,ShipMode,Country,Region,City,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
222,113,2023-07-17,2023-12-20,First Class,India,North,Pune,Consumer,Furniture,Tables,1307.92,6,0.27,138.73
223,16,2023-12-05,2024-01-04,First Class,India,West,Hyderabad,Consumer,Furniture,Phones,1744.25,1,0.0,954.74
224,227,2023-02-10,2023-08-26,First Class,India,North,Mumbai,Consumer,Furniture,Tables,3217.1,1,0.43,431.28
225,25,2023-08-17,2023-09-10,Same Day,India,South,Mumbai,Home Office,Office Supplies,Binders,2962.57,8,0.07,731.35
226,259,2023-09-22,2023-10-31,First Class,India,South,Hyderabad,Consumer,Furniture,Binders,3270.92,5,0.25,85.66
227,379,2023-03-30,2023-08-23,Standard Class,India,South,Mumbai,Home Office,Office Supplies,Binders,2651.72,10,0.0,515.67
228,231,2023-07-11,2023-11-18,Standard Class,India,East,Bengaluru,Consumer,Technology,Binders,2314.88,3,0.27,738.36
229,191,2023-12-17,2023-12-21,Second Class,India,North,Pune,Corporate,Office Supplies,Accessories,1808.44,8,0.25,389.95
230,36,2023-04-30,2023-07-31,Second Class,India,North,Kolkata,Consumer,Office Supplies,Binders,691.67,9,0.02,213.84
231,243,2023-03-07,2023-07-11,Same Day,India,West,Hyderabad,Consumer,Office Supplies,Chairs,4970.88,4,0.25,168.71
232,67,2023-07-31,2023-11-11,Second Class,India,North,Mumbai,Home Office,Furniture,Accessories,2888.29,7,0.07,125.22
233,343,2023-09-23,2023-10-07,Second Class,India,East,Chennai,Home Office,Furniture,Tables,613.48,9,0.37,899.58
234,15,2023-05-23,2023-06-17,Same Day,India,East,Bengaluru,Consumer,Furniture,Accessories,2403.73,4,0.07,547.58
235,230,2023-06-23,2023-09-10,First Class,India,South,Mumbai,Consumer,Technology,Chairs,2612.13,10,0.23,671.15
236,26,2023-01-31,2024-01-01,Standard Class,India,North,Bengaluru,Corporate,Technology,Binders,2505.57,6,0.5,852.02
237,46,2023-10-09,2023-12-07,Standard Class,India,South,Bengaluru,Corporate,Technology,Phones,401.0,3,0.11,155.0
238,182,2023-07-02,2023-07-06,Same Day,India,West,Pune,Home Office,Furniture,Tables,279.95,2,0.21,93.99
239,153,2023-12-15,2023-12-19,Same Day,India,South,Pune,Home Office,Technology,Accessories,4278.31,10,0.02,392.28
240,372,2023-03-09,2023-07-25,Second Class,India,North,Chennai,Corporate,Office Supplies,Binders,189.15,5,0.37,819.08
241,500,2023-04-04,2023-06-03,Second Class,India,North,Hyderabad,Corporate,Office Supplies,Tables,4416.25,1,0.46,689.35
242,217,2023-08-31,2023-12-29,Second Class,India,West,Bengaluru,Home Office,Technology,Chairs,986.69,7,0.02,952.79
243,481,2023-03-12,2023-09-21,Standard Class,India,East,Bengaluru,Home Office,Office Supplies,Chairs,2246.51,3,0.21,199.38
244,471,2023-02-19,2023-05-17,Second Class,India,North,Delhi,Consumer,Furniture,Binders,396.66,1,0.43,-55.93
245,245,2023-02-06,2023-04-24,First Class,India,West,Pune,Home Office,Technology,Binders,3383.71,6,0.35,835.94
246,16,2023-12-05,2023-12-06,First Class,India,North,Delhi,Corporate,Technology,Binders,4337.96,10,0.5,283.61
247,88,2023-03-29,2023-10-31,Standard Class,India,South,Chennai,Home Office,Office Supplies,Accessories,2204.73,7,0.4,629.09
248,435,2023-10-28,2023-11-11,Same Day,India,South,Pune,Consumer,Technology,Tables,2119.62,6,0.48,734.33
249,109,2023-02-12,2023-11-03,Same Day,India,North,Mumbai,Consumer,Office Supplies,Chairs,1276.0,9,0.36,73.12
250,29,2023-04-04,2023-06-19,Second Class,India,South,Pune,Corporate,Furniture,Binders,4046.58,2,0.41,73.32
251,401,2023-09-24,2023-11-24,First Class,India,West,Bengaluru,Home Office,Office Supplies,Accessories,678.61,6,0.23,803.7
252,81,2023-08-15,2023-11-08,First Class,India,South,Chennai,Corporate,Office Supplies,Accessories,2934.26,10,0.03,676.73
253,184,2023-05-25,2023-07-05,Same Day,India,North,Kolkata,Consumer,Furniture,Accessories,4167.03,7,0.15,516.5
254,121,2023-12-19,2023-12-31,First Class,India,West,Hyderabad,Consumer,Office Supplies,Binders,1909.59,9,0.45,-10.89
255,121,2023-03-17,2023-12-30,Standard Class,India,West,Delhi,Corporate,Office Supplies,Tables,2711.03,7,0.03,495.73
256,458,2023-10-04,2023-11-13,First Class,India,North,Mumbai,Home Office,Furniture,Tables,2805.91,2,0.13,674.6
257,471,2023-01-16,2023-05-10,Standard Class,India,North,Pune,Consumer,Furniture,Chairs,876.49,1,0.2,676.55
258,176,2023-08-14,2023-08-27,First Class,India,North,Delhi,Consumer,Office Supplies,Chairs,1911.38,1,0.27,304.74
259,24,2023-04-17,2023-08-14,First Class,India,South,Kolkata,Consumer,Furniture,Chairs,3309.01,3,0.27,146.79
260,439,2023-03-08,2023-04-14,Second Class,India,North,Chennai,Corporate,Technology,Binders,3543.44,5,0.37,96.45
261,72,2023-04-29,2023-12-24,Standard Class,India,North,Delhi,Corporate,Office Supplies,Chairs,3708.22,8,0.49,-20.17
262,7,2023-07-16,2023-12-23,First Class,India,North,Pune,Corporate,Office Supplies,Tables,1342.33,1,0.23,-80.16
263,251,2023-12-24,2023-12-29,Standard Class,India,North,Hyderabad,Home Office,Furniture,Chairs,2068.97,7,0.43,371.32
264,296,2023-07-04,2023-07-07,Same Day,India,South,Hyderabad,Corporate,Technology,Binders,1542.58,4,0.09,798.82
265,42,2023-01-15,2023-04-05,Same Day,India,South,Chennai,Consumer,Technology,Chairs,2769.95,9,0.07,-15.14
266,416,2023-12-17,2024-01-02,Second Class,India,East,Delhi,Corporate,Office Supplies,Binders,4711.88,1,0.1,774.39
267,404,2023-10-20,2023-12-21,Same Day,India,West,Bengaluru,Home Office,Furniture,Tables,961.65,6,0.09,249.03
268,407,2023-04-21,2023-07-09,Standard Class,India,North,Kolkata,Corporate,Office Supplies,Tables,2089.36,10,0.04,-79.84
269,277,2023-01-13,2023-03-10,Second Class,India,East,Kolkata,Corporate,Office Supplies,Chairs,1365.14,8,0.06,90.07
270,232,2023-10-15,2023-11-25,Same Day,India,East,Chennai,Corporate,Furniture,Chairs,81.6,4,0.01,872.47
271,413,2023-05-28,2023-11-05,Second Class,India,North,Mumbai,Corporate,Technology,Phones,4918.47,10,0.02,673.04
272,99,2023-12-25,2024-01-04,Same Day,India,North,Pune,Consumer,Technology,Phones,2467.04,5,0.38,851.81
273,22,2023-10-05,2024-01-08,Standard Class,India,East,Chennai,Home Office,Furniture,Accessories,372.25,8,0.3,562.83
274,97,2023-11-10,2023-12-26,Same Day,India,East,Chennai,Home Office,Office Supplies,Accessories,3853.6,2,0.14,-78.21
275,10,2023-04-27,2023-10-25,First Class,India,North,Mumbai,Corporate,Furniture,Tables,2071.89,5,0.23,789.16
276,177,2023-06-12,2023-07-02,Standard Class,India,East,Pune,Corporate,Technology,Chairs,4456.14,2,0.46,398.5
277,72,2023-02-09,2024-01-03,First Class,India,East,Hyderabad,Home Office,Technology,Chairs,1595.69,3,0.4,643.85
278,427,2023-01-15,2023-07-18,Standard Class,India,South,Chennai,Corporate,Furniture,Phones,2476.29,6,0.23,261.73
279,463,2023-01-10,2023-03-21,Same Day,India,East,Delhi,Home Office,Office Supplies,Chairs,4121.5,1,0.25,-65.99
280,120,2023-05-16,2023-05-20,Second Class,India,West,Bengaluru,Home Office,Technology,Accessories,3355.96,3,0.27,-74.72
281,448,2023-03-06,2023-11-21,Standard Class,India,South,Hyderabad,Corporate,Technology,Tables,4084.54,8,0.49,598.41
282,462,2023-02-19,2023-10-29,Standard Class,India,North,Delhi,Corporate,Office Supplies,Phones,2465.55,10,0.41,475.04
283,62,2023-09-14,2023-12-20,Same Day,India,North,Pune,Corporate,Technology,Binders,1831.15,7,0.25,16.95
284,479,2023-01-30,2024-01-03,Second Class,India,North,Mumbai,Corporate,Furniture,Tables,2450.01,3,0.23,157.12
285,236,2023-05-11,2023-11-29,Standard Class,India,East,Mumbai,Corporate,Office Supplies,Tables,334.79,3,0.14,879.51
286,345,2023-01-30,2023-10-10,Standard Class,India,North,Bengaluru,Home Office,Technology,Phones,2370.27,8,0.27,442.85
287,198,2023-05-10,2023-09-29,First Class,India,West,Chennai,Consumer,Office Supplies,Accessories,2601.24,6,0.23,253.4
288,294,2023-07-16,2023-07-18,Same Day,India,South,Hyderabad,Corporate,Office Supplies,Phones,3561.13,9,0.21,822.39
289,131,2023-09-15,2023-10-27,Second Class,India,South,Pune,Home Office,Furniture,Binders,1528.02,7,0.29,682.43
290,202,2023-08-01,2023-09-08,Second Class,India,East,Delhi,Consumer,Furniture,Tables,3835.62,9,0.07,596.88
291,444,2023-06-18,2023-11-22,Same Day,India,East,Delhi,Corporate,Furniture,Phones,920.48,8,0.18,214.52
292,412,2023-11-01,2023-11-12,Second Class,India,South,Kolkata,Home Office,Technology,Phones,328.19,3,0.03,986.95
293,80,2023-05-27,2023-11-02,First Class,India,West,Delhi,Corporate,Technology,Accessories,677.74,3,0.17,418.54
294,426,2023-11-05,2023-12-08,Second Class,India,North,Delhi,Home Office,Technology,Tables,4551.77,10,0.37,694.44
295,223,2023-01-22,2023-07-23,Same Day,India,East,Kolkata,Home Office,Technology,Phones,4058.54,6,0.07,309.06
296,410,2023-02-24,2023-10-27,Second Class,India,South,Bengaluru,Home Office,Office Supplies,Phones,4386.55,7,0.02,781.97
297,373,2023-12-24,2024-01-09,First Class,India,West,Pune,Corporate,Furniture,Phones,1309.64,10,0.28,178.85
298,32,2023-11-19,2023-12-06,First Class,India,West,Hyderabad,Corporate,Furniture,Binders,739.26,2,0.01,853.62
299,495,2023-12-21,2024-01-03,Second Class,India,West,Kolkata,Consumer,Office Supplies,Accessories,4412.85,8,0.06,953.24
300,465,2023-09-16,2023-11-14,First Class,India,East,Hyderabad,Corporate,Furniture,Tables,3143.89,4,0.31,-40.27
301,420,2023-03-26,2023-04-06,First Class,India,North,Kolkata,Home Office,Technology,Binders,2592.86,10,0.42,114.08
302,423,2023-06-02,2023-08-29,Second Class,India,South,Kolkata,Home Office,Office Supplies,Accessories,118.48,1,0.33,699.62
303,218,2023-11-12,2023-12-09,Same Day,India,North,Kolkata,Home Office,Furniture,Binders,138.8,6,0.17,954.96
304,430,2023-05-09,2023-10-17,Second Class,India,West,Pune,Home Office,Technology,Chairs,189.25,2,0.06,599.88
305,6,2023-07-14,2023-12-26,Standard Class,India,North,Hyderabad,Corporate,Office Supplies,Tables,974.33,1,0.43,193.72
306,379,2023-10-28,2023-11-20,Second Class,India,East,Chennai,Home Office,Technology,Tables,3294.28,7,0.44,633.98
307,134,2023-11-27,2023-12-07,Standard Class,India,North,Pune,Consumer,Office Supplies,Tables,1440.03,3,0.33,224.03
308,395,2023-07-18,2023-08-17,Standard Class,India,West,Kolkata,Consumer,Technology,Tables,2465.42,10,0.21,871.99
309,481,2023-01-31,2023-05-26,Same Day,India,West,Hyderabad,Consumer,Technology,Chairs,413.43,7,0.32,208.29
310,7,2023-01-26,2023-10-10,First Class,India,West,Bengaluru,Corporate,Office Supplies,Tables,3059.32,4,0.44,940.84
311,374,2023-03-08,2024-01-03,Standard Class,India,West,Kolkata,Home Office,Office Supplies,Binders,2119.72,8,0.16,-39.92
312,396,2023-11-02,2023-11-20,Second Class,India,East,Delhi,Corporate,Technology,Tables,1050.57,3,0.0,182.65
313,421,2023-07-27,2023-10-24,Same Day,India,West,Pune,Corporate,Office Supplies,Binders,4383.49,3,0.1,355.36
314,363,2023-08-29,2023-09-12,First Class,India,South,Bengaluru,Corporate,Furniture,Tables,4036.99,9,0.43,359.52
315,189,2023-05-01,2023-10-02,First Class,India,North,Hyderabad,Corporate,Office Supplies,Tables,1836.61,1,0.25,493.2
316,187,2023-04-17,2023-10-27,Standard Class,India,South,Bengaluru,Home Office,Office Supplies,Phones,4164.1,3,0.47,-83.24
317,462,2023-03-06,2023-04-07,Standard Class,India,North,Hyderabad,Corporate,Furniture,Phones,4280.79,7,0.21,753.34
318,85,2023-05-30,2023-06-09,First Class,India,East,Delhi,Home Office,Technology,Tables,4946.18,1,0.35,573.44
319,255,2023-10-14,2024-01-03,Second Class,India,North,Hyderabad,Consumer,Office Supplies,Tables,1653.21,7,0.16,-1.67
320,198,2023-03-08,2023-04-07,Second Class,India,West,Hyderabad,Home Office,Office Supplies,Binders,2325.2,3,0.14,318.74
321,323,2023-01-09,2023-07-09,Standard Class,India,North,Mumbai,Corporate,Furniture,Phones,3193.21,5,0.16,132.3
322,376,2023-08-21,2023-11-24,Same Day,India,East,Mumbai,Corporate,Furniture,Accessories,2117.08,10,0.07,-0.9
323,429,2023-04-15,2023-08-28,Standard Class,India,North,Delhi,Consumer,Furniture,Phones,549.49,2,0.1,335.47
324,360,2023-06-15,2023-12-16,First Class,India,North,Chennai,Corporate,Furniture,Chairs,511.07,8,0.04,629.49
325,376,2023-02-08,2023-11-21,Standard Class,India,East,Delhi,Corporate,Office Supplies,Accessories,883.39,3,0.49,377.87
326,346,2023-12-17,2024-01-08,First Class,India,East,Delhi,Corporate,Technology,Chairs,2938.66,8,0.48,359.46
327,7,2023-10-28,2023-11-12,Second Class,India,East,Bengaluru,Consumer,Furniture,Phones,497.1,4,0.33,325.14
328,28,2023-06-11,2023-08-19,Standard Class,India,West,Delhi,Consumer,Office Supplies,Accessories,1202.07,2,0.1,246.06
329,233,2023-04-17,2023-07-19,Same Day,India,North,Chennai,Home Office,Furniture,Accessories,4484.02,7,0.45,-7.45
330,260,2023-08-25,2023-10-10,Same Day,India,South,Hyderabad,Home Office,Office Supplies,Phones,2784.86,2,0.19,267.0
331,386,2023-02-04,2023-09-03,Second Class,India,North,Pune,Corporate,Technology,Phones,4841.39,9,0.44,117.99
332,18,2023-10-24,2023-12-13,Same Day,India,West,Kolkata,Corporate,Office Supplies,Phones,2791.16,10,0.34,530.09
333,12,2023-10-30,2023-12-01,Second Class,India,West,Pune,Corporate,Technology,Accessories,3428.51,9,0.5,430.07
334,66,2023-07-27,2023-08-28,Second Class,India,North,Hyderabad,Consumer,Technology,Accessories,3247.56,4,0.46,880.6
335,53,2023-11-04,2024-01-04,Second Class,India,East,Bengaluru,Home Office,Furniture,Binders,2766.81,2,0.03,-30.3
336,345,2023-06-15,2023-10-15,Same Day,India,South,Hyderabad,Home Office,Office Supplies,Tables,4108.36,7,0.07,792.18
337,336,2023-04-18,2023-11-21,Standard Class,India,North,Kolkata,Corporate,Furniture,Chairs,1803.18,1,0.49,-56.1
338,309,2023-08-22,2023-10-19,Standard Class,India,South,Bengaluru,Home Office,Office Supplies,Phones,4348.94,4,0.07,518.07
339,142,2023-08-28,2024-01-01,Same Day,India,South,Bengaluru,Corporate,Furniture,Accessories,4570.4,6,0.35,125.85
340,163,2023-07-26,2023-12-18,Second Class,India,South,Chennai,Consumer,Furniture,Chairs,112.62,8,0.23,871.97
341,486,2023-02-19,2023-12-25,Standard Class,India,South,Bengaluru,Consumer,Office Supplies,Chairs,3851.56,9,0.25,254.1
342,345,2023-04-01,2023-12-23,Standard Class,India,West,Bengaluru,Consumer,Furniture,Chairs,1087.53,7,0.37,261.42
343,77,2023-06-17,2023-07-27,First Class,India,South,Delhi,Consumer,Furniture,Tables,1667.46,9,0.38,172.77
344,430,2023-04-05,2023-05-16,First Class,India,South,Mumbai,Home Office,Furniture,Accessories,4398.22,6,0.21,697.6
345,421,2023-05-01,2023-08-18,Second Class,India,South,Bengaluru,Home Office,Office Supplies,Binders,4236.02,1,0.46,452.29
346,482,2023-10-18,2023-10-30,Standard Class,India,North,Delhi,Home Office,Office Supplies,Accessories,1923.53,3,0.02,430.13
347,438,2023-03-28,2023-09-17,Same Day,India,South,Hyderabad,Home Office,Technology,Chairs,1881.93,10,0.35,9.99
348,249,2023-09-13,2023-10-22,Second Class,India,West,Mumbai,Consumer,Furniture,Chairs,4836.85,7,0.15,759.89
349,144,2023-12-27,2023-12-29,First Class,India,East,Hyderabad,Home Office,Technology,Phones,1910.16,7,0.33,892.09
350,197,2023-07-07,2023-11-22,Same Day,India,East,Pune,Home Office,Technology,Accessories,1073.69,1,0.14,745.25
351,181,2023-09-30,2023-10-09,First Class,India,South,Chennai,Consumer,Furniture,Phones,2719.03,4,0.19,-61.49
352,234,2023-09-01,2023-11-12,Standard Class,India,South,Pune,Consumer,Technology,Phones,243.68,5,0.47,116.71
353,268,2023-10-02,2023-11-07,Same Day,India,South,Pune,Corporate,Technology,Accessories,3512.83,8,0.32,-7.41
354,392,2023-05-12,2023-06-26,Second Class,India,East,Mumbai,Home Office,Technology,Tables,790.82,5,0.17,28.68
355,292,2023-04-26,2023-07-03,First Class,India,East,Chennai,Consumer,Furniture,Accessories,693.33,8,0.43,266.33
356,450,2023-05-13,2023-12-23,Standard Class,India,West,Mumbai,Consumer,Furniture,Binders,571.11,9,0.3,382.01
357,392,2023-07-04,2023-12-20,Same Day,India,South,Chennai,Corporate,Technology,Accessories,353.62,10,0.26,0.74
358,220,2023-09-04,2023-09-16,Same Day,India,West,Pune,Corporate,Technology,Chairs,1101.15,10,0.39,990.69
359,222,2023-01-07,2023-03-17,First Class,India,North,Kolkata,Consumer,Furniture,Phones,3009.23,5,0.25,20.49
360,499,2023-07-17,2023-09-26,Second Class,India,South,Mumbai,Consumer,Technology,Tables,1005.4,1,0.48,832.46
361,104,2023-06-21,2023-10-04,First Class,India,West,Pune,Corporate,Office Supplies,Tables,1887.56,2,0.24,-95.14
362,199,2023-10-29,2023-11-13,Same Day,India,South,Kolkata,Consumer,Furniture,Accessories,3563.05,9,0.23,995.22
363,36,2023-11-04,2023-12-23,Same Day,India,South,Chennai,Consumer,Technology,Tables,3650.26,10,0.03,83.15
364,427,2023-11-04,2023-11-14,Same Day,India,North,Pune,Home Office,Technology,Tables,1705.65,4,0.12,765.05
365,20,2023-07-13,2023-08-14,Standard Class,India,East,Pune,Home Office,Furniture,Phones,1326.68,3,0.42,146.58
366,37,2023-08-10,2023-11-26,Standard Class,India,North,Kolkata,Home Office,Furniture,Chairs,1670.29,4,0.23,144.99
367,399,2023-09-08,2023-10-25,Second Class,India,North,Bengaluru,Corporate,Technology,Tables,1028.51,5,0.24,529.9
368,226,2023-02-14,2023-03-01,Standard Class,India,North,Kolkata,Home Office,Furniture,Phones,2293.66,2,0.39,713.23
369,474,2023-12-20,2024-01-08,Same Day,India,North,Chennai,Corporate,Office Supplies,Accessories,4193.25,10,0.3,114.01
370,330,2023-09-04,2023-12-15,Same Day,India,East,Bengaluru,Consumer,Technology,Accessories,310.53,6,0.28,750.43
371,161,2023-03-06,2023-05-23,First Class,India,West,Chennai,Consumer,Technology,Accessories,4646.85,10,0.43,965.41
372,378,2023-05-23,2023-06-03,Same Day,India,East,Kolkata,Corporate,Furniture,Chairs,3177.06,3,0.07,419.27
373,141,2023-06-28,2023-10-19,Standard Class,India,North,Kolkata,Corporate,Office Supplies,Binders,405.23,4,0.12,700.6
374,355,2023-09-13,2023-11-16,Second Class,India,West,Bengaluru,Corporate,Furniture,Phones,3319.17,2,0.18,355.34
375,262,2023-11-19,2023-11-19,Same Day,India,East,Chennai,Corporate,Technology,Accessories,3932.97,6,0.15,166.2
376,176,2023-11-09,2023-12-07,First Class,India,North,Mumbai,Home Office,Furniture,Tables,3422.04,6,0.12,852.22
377,208,2023-03-20,2023-10-22,Same Day,India,East,Hyderabad,Consumer,Office Supplies,Binders,4402.31,8,0.45,396.27
378,32,2023-11-24,2023-12-29,First Class,India,South,Delhi,Consumer,Office Supplies,Accessories,4388.21,8,0.17,525.73
379,359,2023-12-06,2023-12-19,First Class,India,North,Kolkata,Corporate,Furniture,Accessories,131.12,8,0.48,210.44
380,213,2023-11-26,2023-12-02,Same Day,India,West,Hyderabad,Home Office,Furniture,Binders,2649.22,7,0.04,770.24
381,176,2023-08-12,2023-10-19,First Class,India,North,Chennai,Consumer,Technology,Tables,4467.89,2,0.38,172.1
382,219,2023-03-20,2023-08-21,First Class,India,South,Pune,Corporate,Office Supplies,Accessories,1908.06,10,0.05,122.96
383,328,2023-07-26,2024-01-04,Standard Class,India,East,Delhi,Consumer,Technology,Chairs,350.25,1,0.08,873.57
384,308,2023-01-19,2023-05-19,Second Class,India,East,Pune,Home Office,Furniture,Binders,2948.97,7,0.37,371.53
385,84,2023-07-17,2023-09-03,Second Class,India,South,Bengaluru,Home Office,Technology,Phones,67.35,1,0.13,943.42
386,91,2023-06-02,2023-08-15,First Class,India,North,Kolkata,Home Office,Office Supplies,Tables,541.31,8,0.02,-56.78
387,27,2023-04-29,2023-10-31,Same Day,India,North,Hyderabad,Consumer,Office Supplies,Phones,1068.63,9,0.14,702.6
388,320,2023-08-18,2023-09-24,First Class,India,North,Kolkata,Consumer,Technology,Phones,431.32,7,0.1,136.39
389,115,2023-02-08,2023-09-30,Same Day,India,East,Delhi,Corporate,Furniture,Chairs,4335.94,5,0.12,-18.2
390,231,2023-07-09,2023-11-08,First Class,India,North,Chennai,Consumer,Office Supplies,Phones,3463.16,1,0.19,79.53
391,256,2023-04-23,2023-08-11,Second Class,India,North,Hyderabad,Home Office,Office Supplies,Chairs,3460.94,8,0.27,570.4
392,86,2023-01-25,2023-06-03,First Class,India,North,Mumbai,Corporate,Technology,Binders,3194.17,9,0.06,31.9
393,297,2023-10-31,2023-11-21,First Class,India,West,Chennai,Corporate,Technology,Chairs,4737.59,2,0.07,650.24
394,136,2023-05-12,2023-05-21,First Class,India,East,Bengaluru,Consumer,Furniture,Phones,2878.73,10,0.41,202.6
395,198,2023-10-13,2023-11-17,First Class,India,East,Pune,Consumer,Furniture,Binders,1748.1,7,0.11,775.7
396,98,2023-05-26,2023-11-26,Second Class,India,North,Pune,Consumer,Office Supplies,Accessories,4835.39,7,0.2,518.82
397,235,2023-10-27,2023-12-09,Standard Class,India,North,Kolkata,Consumer,Office Supplies,Tables,1111.46,10,0.21,172.03
398,5,2023-11-07,2023-12-28,Second Class,India,West,Mumbai,Home Office,Technology,Accessories,2641.6,7,0.18,483.7
399,194,2023-03-20,2023-10-09,Second Class,India,North,Chennai,Corporate,Technology,Phones,4445.37,1,0.22,989.77
400,121,2023-08-09,2023-09-01,Standard Class,India,East,Chennai,Consumer,Furniture,Binders,1985.15,2,0.16,546.68
401,312,2023-03-27,2023-11-16,Standard Class,India,West,Kolkata,Home Office,Technology,Phones,1813.52,5,0.2,205.67
402,124,2023-06-13,2023-08-02,Second Class,India,North,Kolkata,Consumer,Furniture,Phones,4265.99,8,0.41,501.35
403,389,2023-08-15,2023-12-29,Standard Class,India,South,Delhi,Corporate,Office Supplies,Chairs,2785.89,7,0.32,93.39
404,485,2023-09-28,2023-11-16,Second Class,India,East,Bengaluru,Corporate,Technology,Phones,3256.99,4,0.13,493.86
405,500,2023-04-11,2023-10-24,Second Class,India,East,Chennai,Corporate,Office Supplies,Binders,1003.06,5,0.14,690.35
406,276,2023-11-23,2024-01-05,Same Day,India,South,Delhi,Corporate,Furniture,Tables,3382.6,3,0.15,581.47
407,262,2023-02-15,2023-12-20,Standard Class,India,North,Mumbai,Consumer,Office Supplies,Chairs,506.38,5,0.47,326.8
408,458,2023-07-29,2023-10-20,Same Day,India,East,Delhi,Consumer,Technology,Accessories,102.89,6,0.05,754.49
409,483,2023-07-11,2023-08-07,Standard Class,India,South,Chennai,Consumer,Furniture,Tables,3480.9,10,0.13,92.19
410,5,2023-01-01,2023-06-03,Same Day,India,West,Hyderabad,Home Office,Technology,Binders,2993.29,5,0.38,568.3
411,53,2023-01-19,2023-06-08,First Class,India,East,Mumbai,Corporate,Office Supplies,Accessories,2132.61,6,0.23,557.58
412,384,2023-01-04,2023-09-28,Standard Class,India,North,Pune,Corporate,Furniture,Phones,4230.46,7,0.36,519.68
413,18,2023-12-12,2023-12-18,Same Day,India,North,Pune,Home Office,Technology,Binders,4307.98,6,0.45,5.79
414,461,2023-09-02,2023-11-16,Second Class,India,North,Bengaluru,Consumer,Office Supplies,Phones,4226.22,9,0.38,462.9
415,23,2023-10-26,2023-12-09,Standard Class,India,North,Pune,Corporate,Furniture,Phones,4319.65,4,0.03,874.34
416,224,2023-12-30,2024-01-09,Standard Class,India,South,Bengaluru,Home Office,Furniture,Tables,2471.94,3,0.06,688.89
417,104,2023-10-21,2023-10-31,First Class,India,West,Mumbai,Home Office,Technology,Binders,4068.47,7,0.21,732.95
418,270,2023-12-18,2024-01-02,Same Day,India,West,Hyderabad,Consumer,Office Supplies,Phones,2410.6,8,0.08,380.25
419,222,2023-05-24,2023-10-02,Same Day,India,West,Pune,Consumer,Technology,Binders,4109.46,3,0.07,913.09
420,53,2023-02-20,2023-05-17,First Class,India,West,Chennai,Consumer,Furniture,Accessories,4283.75,4,0.13,536.41
421,418,2023-03-21,2023-10-16,First Class,India,South,Hyderabad,Corporate,Technology,Tables,2936.09,3,0.29,486.44
422,363,2023-01-03,2023-12-27,Standard Class,India,West,Pune,Corporate,Furniture,Tables,3752.95,7,0.37,615.11
423,322,2023-04-14,2023-09-28,Standard Class,India,West,Chennai,Corporate,Furniture,Tables,2405.8,7,0.32,693.01
424,487,2023-12-15,2023-12-16,Standard Class,India,East,Hyderabad,Corporate,Office Supplies,Accessories,1843.1,6,0.15,150.72
425,244,2023-12-28,2023-12-30,Standard Class,India,South,Chennai,Home Office,Office Supplies,Accessories,2184.28,3,0.09,-26.04
426,214,2023-01-20,2023-12-15,First Class,India,North,Hyderabad,Home Office,Technology,Chairs,957.75,9,0.32,129.39
427,31,2023-03-10,2023-06-27,Standard Class,India,North,Hyderabad,Corporate,Furniture,Tables,699.63,10,0.45,569.25
428,144,2023-01-07,2023-06-22,Second Class,India,West,Pune,Home Office,Office Supplies,Binders,2346.08,2,0.01,307.59
429,331,2023-10-22,2023-12-21,First Class,India,South,Mumbai,Home Office,Technology,Tables,3270.96,10,0.09,131.56
430,138,2023-10-17,2023-10-26,Same Day,India,East,Mumbai,Home Office,Furniture,Phones,3649.82,6,0.36,386.79
431,413,2023-05-31,2023-09-15,Same Day,India,South,Kolkata,Corporate,Office Supplies,Tables,1396.39,8,0.18,217.12
432,287,2023-03-09,2023-08-23,Second Class,India,North,Delhi,Consumer,Furniture,Accessories,2337.57,7,0.38,898.39
433,277,2023-08-07,2023-10-18,Second Class,India,East,Hyderabad,Home Office,Technology,Tables,1708.93,6,0.01,977.93
434,323,2023-05-15,2023-09-20,First Class,India,West,Delhi,Home Office,Furniture,Accessories,2150.85,2,0.33,869.65
435,395,2023-12-06,2023-12-20,Second Class,India,North,Chennai,Corporate,Furniture,Binders,4408.44,5,0.08,17.92
436,436,2023-12-15,2023-12-20,First Class,India,North,Hyderabad,Corporate,Technology,Binders,884.7,7,0.17,460.3
437,206,2023-08-28,2023-11-29,First Class,India,East,Kolkata,Corporate,Furniture,Chairs,4107.78,7,0.32,736.27
438,253,2023-12-05,2023-12-31,Same Day,India,East,Pune,Home Office,Furniture,Accessories,1502.24,8,0.18,-91.27
439,164,2023-09-05,2023-12-30,First Class,India,West,Delhi,Consumer,Office Supplies,Tables,1378.91,5,0.35,610.27
440,351,2023-01-31,2023-09-26,First Class,India,East,Bengaluru,Home Office,Office Supplies,Accessories,1362.24,8,0.16,199.81
441,107,2023-06-16,2023-07-02,Second Class,India,South,Hyderabad,Corporate,Technology,Chairs,4594.42,2,0.29,799.07
442,107,2023-02-02,2023-06-29,Same Day,India,West,Chennai,Corporate,Office Supplies,Phones,82.23,6,0.46,576.15
443,67,2023-09-19,2023-12-08,Second Class,India,North,Mumbai,Corporate,Furniture,Chairs,1834.62,3,0.33,693.56
444,152,2023-10-30,2023-11-19,Second Class,India,North,Hyderabad,Consumer,Office Supplies,Tables,793.85,6,0.22,175.23
